ACCOUNT_ID,ACCOUNT_NM,ACCOUNT_TYP_NM,CHURN_RSK_IND,CHURN_PROBABILITY,TERRITORY_SGMNT_NM,HAS_CMD_LINE,HAS_POWER_AUTOMATE,HAS_IMPORT_API,HAS_NATIVE_CONNECTOR,INTEGRATION_STATUS
0015Y00005JAOCW,Nerdio,Former Customer,Churning,0.53,MM,,,TRUE,TRUE,established integration method
0011O00002UUkoG,"First Watch Restaurants, Inc.",Customer,Low,0,SUB,TRUE,,,,established integration method
0011400001s5Cx5,City of Marion,Customer,High,0.13,Intl,,,TRUE,TRUE,established integration method
0015Y00002xEoM0,Next47,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
0015Y00002ZvBU9,Falcon Insurance Group LLC,Customer,Churning,0.09,FINS,TRUE,,,TRUE,established integration method
0015Y00004T5Mai,eCombustible Energy,Customer,High,0.91,SMB,,,,,flat file or unidentified method
0013000000qHzJP,Sargent & Lundy,Customer,Low,0.06,ENT,,TRUE,,,established integration method
0015Y00004OBzjt,"Jetzero, Inc.",Customer,High,0.88,MM,,,,TRUE,established integration method
0011O00002OLojoQAD,Tricam Industries LLC,Customer,Low,0.02,SMB,TRUE,,,,established integration method
0011O00002E5EZD,Baudville Brands,Former Customer,High,,MM,,TRUE,,,established integration method
0011O00001xL0v5,TripSpark Technologies,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011400001s5CbP,"MPW Industrial Services Group , Inc.",Customer,Low,0.02,ENT,,,TRUE,,established integration method
0011O000024zBMC,ChoiceOne Bank,Customer,Low,0.1,FINS,TRUE,,,,established integration method
0015Y00002rm4rFQAQ,PUC Services Inc.,Customer,Low,,CAN,,,,,flat file or unidentified method
0011O00002KBfHY,Onpoint Intelligence LLC (MCE Social),Former Customer,Churning,,FINS,,TRUE,,TRUE,established integration method
0011O00002XhKEm,MTR Corporation (Crossrail) Limited,Former Customer,Churning,,UK,,,,,flat file or unidentified method
0011400001eegjgAAA,Travis Credit Union,Customer,Low,,FINS,TRUE,,,,established integration method
0011O00002A7RHMQA3,"Altimmune, Inc",Customer,Low,,SMB,,,,TRUE,established integration method
0011400001ckghl,"SMS Assist, LLC.",Former Customer,Churning,,MM,,,,,flat file or unidentified method
001a000001XS1b1,FNF Canada Company,Former Customer,High,,CAN,,,,,flat file or unidentified method
001OO00000eDDwTYAW,Tindley Accelerated Schools,Customer,Low,,SMB,,,,TRUE,established integration method
0011O00002HL3O0QAL,Kasai North America,Customer,Low,,ENT,,,,,flat file or unidentified method
0011400001ckgiu,"Public Theater, The",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011400001pYRIU,Imperial London Hotels,Former Customer,High,,UK,,,,TRUE,established integration method
001OO00000ObbPF,Innovair Solutions,Customer,Low,,CAN,,,,,flat file or unidentified method
0011O00001zwXhB,State Window Corporation,Former Customer,Churning,,CAN,TRUE,,,,established integration method
0011O00002UV2Km,"Silver Birch, LLC",Former Customer,Churning,,SMB,,TRUE,,,established integration method
0011O00002VQB6c,Destination Toronto,Former Customer,Churning,,CAN,,,,,flat file or unidentified method
0011O00002DghlF,Canuck Place Children's Hospice,Former Customer,Churning,,CAN,TRUE,,,,established integration method
0011400001s3S7H,Tier1 Inc,Former Customer,Churning,,MM,TRUE,,,TRUE,established integration method
0011O00002GJPow,"UVNV, LLC (d/b/a Ultra Mobile)",Former Customer,Churning,,MM,,,,TRUE,established integration method
0011O000029DFIE,Tangent Technologies LLC,Former Customer,Churning,,SMB,TRUE,,,,established integration method
0011O00001yoCSL,Walser Automotive Group LLC,Former Customer,High,,ENT,,,,TRUE,established integration method
0015Y00004eCc6J,Integra Insurance Solutions,Former Customer,Churning,,UK,,,,,flat file or unidentified method
0011O00002SYy1l,EverAg,Customer,High,0.84,MM,,,TRUE,TRUE,established integration method
001300000154WRT,Bel Fuse,Customer,Medium,0.01,ENT,,TRUE,TRUE,,established integration method
0011O00001zwYI6,"Apex Clean Energy Management, LLC",Customer,Low,0.19,MM,TRUE,,,,established integration method
0011O00002JmIbm,ButterflyMX,Customer,Low,0.63,MM,,,,TRUE,established integration method
0011O00002GJJnC,Sheboygan Paint Company,Customer,Low,0.03,SMB,,TRUE,,,established integration method
0011O00002UV2Qk,Clearwater Federal Credit Union,Customer,High,0.28,FINS,TRUE,,,,established integration method
0015Y00002ZuMoZ,Artios Pharma Ltd,Customer,High,0.02,UK,,,,TRUE,established integration method
0011O00002KseHs,Kalnin Ventures LLC,Customer,High,0.05,MM,,,TRUE,,established integration method
0011400001s5CvV,Pacific Bells LLC,Former Customer,Churning,0.94,ENT,,TRUE,,TRUE,established integration method
0011400001oUyfg,Crown Agents Bank,Customer,High,0.17,MM,TRUE,TRUE,TRUE,,established integration method
0011O000021KujO,Lifting Solutions Inc.,Customer,Medium,0,CAN,TRUE,,,,established integration method
001a000001NAZJw,Barnhardt Manufacturing Co.,Customer,Churning,0.23,MM,,,,,flat file or unidentified method
0011O00001zxeBh,"CION Investment Group, LLC",Customer,Low,0.06,ENT,,,,,flat file or unidentified method
0011400001ckgjG,"Triumvirate Environmental, LLC",Customer,Medium,0.17,ENT,,,,,flat file or unidentified method
0011O00002UV2kr,Abeona Therapeutics Inc.,Customer,Low,0.03,MM,,,,TRUE,established integration method
0011400001qz8UX,Public Utility District No. 2 of Grant County,Customer,Medium,0,MM,,,,,flat file or unidentified method
001OO00000ehk8eYAA,Greenwood Advisors LLC,Customer,Low,,SMB,,,,TRUE,established integration method
0015Y00004eCYOF,Lubbock Power & Light,Customer,Low,0.05,SMB,,,,,flat file or unidentified method
001OO00000OF1Ka,Marie Veronique,Customer,Low,,SMB,,,,TRUE,established integration method
0015Y00002oCfZl,Harding Display,Former Customer,Churning,,CAN,,,TRUE,,established integration method
0011O00002HqD5y,Ambient Properties Inc.,Former Customer,High,,SMB,,,,TRUE,established integration method
0015Y00002xEM1Y,Dentex Manco Limited,Former Customer,Churning,,UK,,,TRUE,,established integration method
0011O00002GajTeQAJ,Child Action,Customer,Low,,MM,,,,,flat file or unidentified method
0011O0000250Drv,"Bitesquad.com, LLC",Former Customer,Churning,,SUB,TRUE,,,,established integration method
0011O000021KzuD,Lexipol LLC,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00001ykluM,Corelation Inc.,Former Customer,Churning,,FINS,TRUE,,,,established integration method
001a000001U0CMe,"Pasha Group, The",Customer,Low,,ENT,,,TRUE,,established integration method
0015Y00002Zv5zS,DentalXChange,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011O00002GJCe2QAH,T&S Brass,Customer,Low,,MM,,,,,flat file or unidentified method
0011O000024z0PD,Middle East Broadcasting Networks,Former Customer,Churning,,MM,TRUE,,,,established integration method
0011O00002SqcQz,The RiverWoods Group,Former Customer,Churning,,FINS,TRUE,,,,established integration method
0011O00001zwYI5,Ephesoft,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011400001fMmJp,Nissin International Transport USA Inc.,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0015Y00003DhyF7,VanMoof Netherlands B.V.,Customer,Low,,Intl,,,TRUE,,established integration method
0011O000024zNk1,Henry Co,Former Customer,High,,SUB,,,,,flat file or unidentified method
0015Y00002rn7pd,"Turner Enterprises, Inc.",Customer,Low,0.06,SMB,TRUE,TRUE,,TRUE,established integration method
0011400001ugS2t,"Veloxis Pharmaceuticals, Inc.",Customer,Churning,0.23,SMB,,,,,flat file or unidentified method
0011O0000241xXm,Tampa Bay Rays Baseball Ltd.,Customer,High,0.07,MM,,,,TRUE,established integration method
0011400001qzK1i,"Bpi Packaging, LLC",Customer,High,0.36,MM,TRUE,,,,established integration method
0011O0000250zWq,Verstela,Customer,Medium,0.03,MM,,,TRUE,TRUE,established integration method
001a000001PZfVU,PRGX USA Inc.,Customer,Medium,0,ENT,TRUE,,,,established integration method
0015Y00002iUtUL,GSE,Customer,Medium,0.07,Intl,TRUE,,,,established integration method
0015Y00002morBb,Strathcona Resources LTD.,Customer,Medium,0.37,CAN,TRUE,,TRUE,,established integration method
0013000000qI0eM,Englobe Corp.,Customer,Low,0.01,CAN,TRUE,,,,established integration method
001OO000007YIrR,"REE Medical, LLC.",Customer,Low,0.04,SMB,,,,TRUE,established integration method
0011400001r0UOM,Tropical Smoothie Cafe,Customer,Low,0.24,SUB,TRUE,TRUE,,,established integration method
001OO00000TtHMA,Lunchpail Service Partners,Customer,Low,0.01,SMB,,,TRUE,TRUE,established integration method
0011O00002DeJbl,Minnesota Adult & Teen Challenge,Customer,Medium,0.33,MM,TRUE,,,TRUE,established integration method
0011400001qzJvY,"Miami Jewish Health Systems, Inc.",Customer,Low,0.04,MM,,,,TRUE,established integration method
0011O00002OLlT6,Forefront Living,Customer,Churning,0.87,MM,,TRUE,,,established integration method
0011O00001yoCGL,The Bozzuto Group,Customer,Low,0.2,ENT,TRUE,,,,established integration method
0011400001s5C7h,"Lookout, Inc.",Customer,High,0.19,MM,,,,TRUE,established integration method
0011400001msrqe,Community Catalyst,Customer,High,0.56,MM,,,,TRUE,established integration method
001a0000016j0dH,Cumming Construction Management Inc,Customer,Low,0,ENT,TRUE,TRUE,TRUE,TRUE,established integration method
0011400001gyRsu,Black Bear Diner,Former Customer,Churning,1,MM,,,,,flat file or unidentified method
0011400001qzCfn,"Callahan, Inc.",Customer,Low,0.15,MM,,,,,flat file or unidentified method
0015Y00002xDSiw,Jericho Project,Customer,Low,0.13,MM,,,,,flat file or unidentified method
0015Y00003zdOwo,Amaroq Minerals Ltd.,Customer,Low,0.02,CAN,,,,,flat file or unidentified method
0011400001pYQzq,Pinnacle Group Limited,Customer,High,0,UK,TRUE,,,,established integration method
0013000000qI0ba,"Barry-Wehmiller Group, Inc.",Customer,Low,0.25,ENT,,,,,flat file or unidentified method
001OO000008G43B,MHF Group Holdings LLC,Customer,High,0.69,SMB,,TRUE,,,established integration method
001a000001G6Qzg,"Air Transport Services Group, Inc.",Customer,Low,0,SUB,TRUE,,,,established integration method
0011O000029DF8I,Terviva Bioenergy,Customer,Churning,0.55,SMB,TRUE,,,TRUE,established integration method
0011400001fMmDx,Kennebec Savings Bank,Customer,Low,0.14,FINS,TRUE,,,,established integration method
0011O00001ymKij,"Los Angeles Dodgers, LLC",Customer,Low,0.18,MM,TRUE,,,,established integration method
0011O000022ILB7,The Gorilla Glue Co,Former Customer,Churning,,MM,,,,,flat file or unidentified method
001a000001VkS8C,Green Bay Packers,Customer,Low,0.05,MM,TRUE,,,,established integration method
0011400001vZRYF,Unanet,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002UUkon,Tasteful Selections LLC,Former Customer,Churning,,SMB,TRUE,,TRUE,,established integration method
0015Y00003QMYww,Running Tide,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0013000000qHxgr,CIT Group Inc.,Former Customer,Churning,,ENT,,,,,flat file or unidentified method
001OO000007PBXN,DataSnipper B.V.,Customer,Low,,Intl,,,,TRUE,established integration method
0011O00001zxNYm,Warrenton Oil Co.,Customer,Low,,SMB,TRUE,,,,established integration method
0011O00002420Qq,Automotive Industrial Marketing Corp (AIMCO),Former Customer,High,,MM,,,,,flat file or unidentified method
0011O00001ymGHY,Getaround,Former Customer,High,,MM,,,,,flat file or unidentified method
0011400001e44ne,Willdan Group Inc.,Former Customer,Churning,,ENT,TRUE,,,,established integration method
0011400001e30ov,GrayRobinson P.A.,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0013000000qHx2KAAS,"Harvard Bioscience, Inc.",Customer,Low,,MM,,,,,flat file or unidentified method
001a000001TMbUi,Alcami Corporation,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002GKAy0,Canassurance Hospital Services Association (Blue Cross Quebec),Former Customer,Churning,,CAN,TRUE,,,,established integration method
0015Y00002Zv6Uo,Coldstream Holdings Inc,Customer,Low,,FINS,,,,,flat file or unidentified method
0015Y00002eGGpIQAW,Faversham House,Customer,Low,,UK,,,,,flat file or unidentified method
0015Y00004zhbGG,Leaf Living OpCo Limited,Former Customer,Churning,,UK,TRUE,,,,established integration method
0015Y00002mml3N,Buckle Rideshare Insurance,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
Rasheed,,,,,,,,,,flat file or unidentified method
0015Y00002ZuufgQAB,Terra Outdoor Living,Customer,Low,,MM,TRUE,,,,established integration method
001OO00000dWiilYAC,Nivtar,Customer,Low,,UK,,,,TRUE,established integration method
0011O00001zwYLQ,ABLE Equipment Rental,Former Customer,Churning,,MM,,TRUE,,,established integration method
0011O00002GJIsEQAX,Meyer Laboratory Inc,Customer,Low,,MM,,,,,flat file or unidentified method
001OO00000J2mvFYAR,Archway Dental Partners,Customer,Low,,SUB,,,,TRUE,established integration method
0011O000027BTAT,Keyfactor,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011400001qzH2l,Hager Companies,Former Customer,Churning,,MM,TRUE,,,,established integration method
0015Y00002uNTAH,Times Higher Education,Customer,Medium,,UK,,,TRUE,TRUE,established integration method
0011400001qz6E9,Wajax Limited,Customer,Low,0,CAN,,,,,flat file or unidentified method
0015Y00003QPrwJ,American Landscaping Partners,Customer,Low,0.19,SMB,TRUE,,,,established integration method
001OO00000AjeA3,"Bluesight, Inc.",Customer,Low,0,MM,,,,TRUE,established integration method
0013000000qHxAo,World Vision Inc.,Customer,Low,0.01,ENT,TRUE,,TRUE,,established integration method
001OO00000TRaTY,Zebulon,Customer,Low,0.54,SMB,,,,TRUE,established integration method
00130000015rqgX,Dare Foods,Customer,High,0,CAN,TRUE,,,,established integration method
0011O00002GJimB,Girl Guides of Canada,Customer,Low,0.01,CAN,TRUE,,,,established integration method
0015Y00002ZuTbo,Suave Brands Company,Customer,Low,0,SMB,,,TRUE,,established integration method
0015Y00002mmAOS,Great Circle Solar,Customer,Low,0.29,CAN,TRUE,,,,established integration method
0011O000022ILQ8,Conterra Ultra Broadband LLC,Customer,Low,0,MM,TRUE,,,,established integration method
0015Y00003QNo3a,Malala Fund,Customer,Low,0.02,SMB,,,,TRUE,established integration method
001a000001VkS8M,"The Chicago Bears Football Club, Inc.",Customer,Low,0.07,MM,,TRUE,TRUE,TRUE,established integration method
0015Y00002uMIix,Truma Corporation,Customer,Low,0.19,MM,,,,,flat file or unidentified method
0011O000024zjhk,"Niagen Bioscience, Inc.",Customer,Medium,0.06,MM,,,,TRUE,established integration method
0015Y00003QOWKD,MJS Foundation,Customer,Low,0,SMB,TRUE,,,TRUE,established integration method
0011400001eefuw,"GAI Consultants, Inc.",Customer,High,0.11,MM,,,TRUE,,established integration method
001a000001KJnGl,Bayview Asset Management LLC,Customer,Medium,0.48,SUB,TRUE,,,,established integration method
001a000001UxoCk,Rewards Network Establishment Services Inc.,Customer,Medium,0.3,MM,,,,TRUE,established integration method
001OO00000LYs3W,Velocity Auto Care,Customer,Medium,0.04,SMB,,,,TRUE,established integration method
0011O00002OLmUt,"Divco West Services, LLC",Customer,Low,0,FINS,,,TRUE,,established integration method
0015Y00003LZWWZ,InformData,Former Customer,Churning,,ENT,,,,TRUE,established integration method
0015Y00002tCb7z,F. Schumacher & Co.,Customer,Low,0.01,SMB,TRUE,TRUE,,,established integration method
0015Y00002ZvmsF,Vine Hotels Ltd.,Customer,Medium,0,UK,,TRUE,,,established integration method
0011400001s5Bbf,White Glove,Customer,Low,0.19,SMB,,,,TRUE,established integration method
0011O00002JGcnb,"United Digestive, LLC",Customer,Medium,0,MM,TRUE,TRUE,,TRUE,established integration method
0011400001qz7Sc,M&M Corporate Services Inc.,Customer,Low,0.25,FINS,TRUE,,,,established integration method
0011O00002ET0IR,AudienceView Ticketing Corporation,Customer,Low,0.37,CAN,,,,TRUE,established integration method
0011400001s5CeO,Calero-MDSL,Customer,Low,0.01,MM,,,,TRUE,established integration method
0011400001aCz3k,Hitachi Construction Truck Manufacturing Ltd.,Customer,Medium,0.62,Intl,TRUE,,,,established integration method
0011O00002AK2zo,G4S Secure Solutions (NL),Former Customer,Churning,,ENT,,,,,flat file or unidentified method
001a000001PZuhF,"Brimar Industries, LLC",Customer,Churning,,SMB,,,,,flat file or unidentified method
0011O00001yno3B,Motor Vehicle Software Corporation,Former Customer,High,,MM,,,,TRUE,established integration method
0015Y00002ZuYxE,Cambridge Technologies,Former Customer,Churning,,SMB,,,,TRUE,established integration method
0013000000qHw6Q,Home Trust Company,Former Customer,Churning,,SUB,,,,,flat file or unidentified method
0013000000qHwEB,"TWIN Disc, Inc.",Former Customer,Churning,,MM,TRUE,,,,established integration method
0011O00002GZlsU,Fluence Technologies,Partner,Low,,CAN,,,,,flat file or unidentified method
0011O000021Kr1M,NAACP,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002GJGe7,Predictive Technology Group Inc,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0013000000qHzNB,"VT iDirect, Inc",Prospect,Churning,,MM,,,,,flat file or unidentified method
0015Y00003Yl8a9,"Surgimate, LLC",Customer,Churning,,SMB,,,TRUE,TRUE,established integration method
0015Y00003Yl7AP,Isar Aerospace SE,Customer,Low,,Intl,,TRUE,,,established integration method
0015Y00002uNRwh,Sigma Capital Property Ltd,Customer,High,,UK,TRUE,,,,established integration method
0011O00002KAwj7,"Imperative Chemical Partners, Inc.",Customer,Low,,MM,,,,TRUE,established integration method
0011400001s5D3U,Peoria Disposal Company,Former Customer,Churning,,SUB,,,,,flat file or unidentified method
0011400001s5Bej,XpresSpa,Former Customer,Churning,,MM,,,,TRUE,established integration method
0011400001qzA0OAAU,"Lumbermen's, Inc.",Customer,Low,,MM,,,,,flat file or unidentified method
0011O00002HL4Oi,Highfield Investment Group,Former Customer,Churning,,CAN,TRUE,,,,established integration method
001a000001IKsd3,"Mariani Packing Co., Inc.",Former Customer,High,,MM,,TRUE,,,established integration method
0015Y00002rm4q9,Alberta School Employee Benefit Plan,Former Customer,Churning,,CAN,TRUE,,,,established integration method
0015Y00002rmvVr,Folloze,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
001OO00000eiDVaYAM,Souperwell Inc,Customer,Low,,CAN,,,TRUE,TRUE,established integration method
0011O00002UUknC,Coril Holdings Ltd.,Customer,High,0.05,CAN,TRUE,,,TRUE,established integration method
0011400001qzINs,Master Fluid Solutions,Customer,Churning,0.01,MM,TRUE,,TRUE,,established integration method
001OO000005VfNN,San Diego FC,Customer,Low,0.01,MM,,,,TRUE,established integration method
0011400001qzHpe,"Watermark Retirement Communities, LLC",Customer,Low,0.01,ENT,,,TRUE,TRUE,established integration method
0011400001uePyy,"Crew SC Team Company, LLC",Customer,Medium,0.64,MM,TRUE,,,,established integration method
001a000001Ru3rd,Blue Bird Corp.,Customer,Low,0.01,ENT,TRUE,TRUE,,,established integration method
0011O00001yoCrb,"TuneIn, Inc.",Customer,Medium,0.47,MM,,,,TRUE,established integration method
0015Y00005yh4Ey,Black Kanyon,Customer,Medium,0.01,SMB,,,,,flat file or unidentified method
0011400001eegSE,"R.I.M. Logistics, LTD",Customer,Low,0.03,MM,,,TRUE,,established integration method
0011O000024yltp,"e.l.f. Cosmetics, Inc.",Customer,Low,0,MM,TRUE,,,TRUE,established integration method
0011O00002VQqBk,Accelerate Education,Customer,High,0.73,MM,,,,TRUE,established integration method
001a000001Tz67L,The Law Society of British Columbia,Customer,Low,0.24,CAN,TRUE,,TRUE,,established integration method
0015Y00003YolgX,Spotless Brands,Customer,Low,0.03,SMB,,,,TRUE,established integration method
001a000001Ru3XC,"Insight Global, LLC",Customer,High,0.01,ENT,TRUE,,TRUE,,established integration method
0011O0000251Wqi,Wedgewood Weddings,Customer,Medium,0.33,SMB,TRUE,,,,established integration method
0011400001qzMpq,DCO Energy LLC,Customer,Medium,0.24,MM,TRUE,,,,established integration method
0011400001s5DDR,Corning Credit Union,Customer,Medium,0.08,FINS,TRUE,,,,established integration method
0015Y00002xFc8k,Advania UK Limted,Customer,High,0.08,UK,,,,TRUE,established integration method
0011O00002E3xoE,Heartland Veterinary Partners LLC,Customer,Low,0.17,ENT,,,,TRUE,established integration method
001a000001Rt0hH,Bell Partners Inc.,Customer,Medium,0,ENT,TRUE,,TRUE,,established integration method
001OO00000NXTvg,Conciliation Resources,Customer,Low,0.01,UK,TRUE,,,,established integration method
0011O000024z8UV,Planetary Science Institute,Customer,Medium,0.07,MM,TRUE,TRUE,,TRUE,established integration method
0013000000qHzP1,"NFI Industries, Inc.",Customer,Low,0.03,ENT,TRUE,,TRUE,,established integration method
0011O00002DdisM,Engie Mobisol GmbH,Customer,High,0.06,Intl,TRUE,,,,established integration method
0011O00002Ne9kc,Burlington Housing Authority,Customer,Medium,0.2,SMB,,,,,flat file or unidentified method
0011O000021LMko,Professional Engineers Ontario,Customer,Low,0.01,CAN,,,,,flat file or unidentified method
001a000001NAZHF,"Kansas City Chiefs Football Club, Inc.",Customer,Medium,0.02,MM,TRUE,TRUE,TRUE,TRUE,established integration method
0011O000027BrmO,Fraco Products Ltd.,Customer,Medium,0.17,SMB,,,,,flat file or unidentified method
0015Y00002oDnb5,Battle Motors,Customer,High,0.31,MM,,TRUE,,,established integration method
0011O000024zNrB,Roland Dga,Former Customer,Churning,,MM,TRUE,,,,established integration method
0015Y00002rmCo4,AviaGames,Customer,Medium,0.14,SMB,,,,TRUE,established integration method
0015Y000068fBmS,"Smart Chemical Solutions, LLC",Customer,Medium,0,SMB,,,,,flat file or unidentified method
0011O000022InY2,IMG Academy,Customer,Medium,0.2,ENT,,,,TRUE,established integration method
0011O000022HqMj,Quid,Former Customer,High,,MM,,,,,flat file or unidentified method
0015Y00002Zuuem,"Prime ABA Holdings, Inc.",Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011400001s5COZ,Mesa Laboratories,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00001yoYDE,"Veritone, Inc.",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0015Y00002roHLDQA2,"Ottawa Tourism and Convention Authority, Inc.",Customer,Low,,CAN,,,,TRUE,established integration method
0011O00001xXyxu,Wheels Up Partners LLC,Customer,High,,ENT,TRUE,,,TRUE,established integration method
001OO000008xWYj,APS Group,Customer,Medium,,UK,,,,,flat file or unidentified method
0011O00002GJFXv,"DMSi Holdings, Inc.",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0015Y00006IevJJ,PTV Logistics GmbH,Customer,Low,,Intl,,,TRUE,,established integration method
0011400001ckgZA,"Falconstor Software, Inc.",Former Customer,Churning,,SMB,,,,TRUE,established integration method
0011O0000241thF,Xometry Inc,Former Customer,Churning,,MM,,TRUE,,TRUE,established integration method
0011O00002GJR2d,Branded Entertainment Network,Former Customer,Churning,,MM,,,,TRUE,established integration method
001a000001F4R5E,"R. P. Lumber Co., Inc.",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011400001hEh6Y,Cenduit LLC,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0015Y000056gO6H,Easterseals MORC,Customer,Low,,SMB,,,,,flat file or unidentified method
0011O00001ykZTT,Pendo Inc,Former Customer,Churning,,MM,,,,,flat file or unidentified method
001OO00000Qt0qY,Intermountain Home Services,Customer,Low,,MM,,,,TRUE,established integration method
001OO00000K59s5YAB,LUEHR FILTER GmbH,Customer,Low,,Intl,,,TRUE,,established integration method
0011O00002SqcPhQAJ,DecisionPT,Customer,Low,,MM,,,,,flat file or unidentified method
0015Y00002Zv1d8,"MountainSeed Appraisal Management, LLC",Customer,Low,0.43,FINS,TRUE,,,,established integration method
0011400001eefZR,"BNSF Logistics, LLC",Customer,Medium,0.33,MM,,,,,flat file or unidentified method
0015Y000049lJxI,Power Utility Products,Customer,Churning,1,SMB,,,,TRUE,established integration method
0013000000qI0VI,Stabilis Solutions,Customer,Low,0.03,MM,,,,,flat file or unidentified method
0011O00002GJEam,ReturnPro,Customer,Low,0.24,MM,,,,TRUE,established integration method
0011O00002JklrY,Neighbourly Pharmacy Inc.,Customer,Low,0.07,CAN,,,,TRUE,established integration method
0013000000qI0Ey,Newfoundland AND Labrador Liquor Corp.,Customer,Low,0,CAN,TRUE,,,,established integration method
0011O00002OLlUb,IFF,Customer,Medium,0.29,FINS,,,TRUE,TRUE,established integration method
0015Y00002Zv0gP,"Facing History and Ourselves, Inc.",Customer,Low,0.4,MM,,,,TRUE,established integration method
0011400001ueQ2R,"Minnesota United Soccer Club, LLC",Customer,Low,0.04,MM,TRUE,,,,established integration method
001OO00000LNxg7,Sylmar Group,Customer,Low,0.1,MM,,,,TRUE,established integration method
001a000001NAZOG,ADAC Automotive Inc.,Customer,Medium,0.46,MM,TRUE,,,,established integration method
0011O000022Iu6R,Renovo Solutions,Customer,Low,0.2,MM,,,,TRUE,established integration method
001OO00000Avnkb,AS Piletilevi Group,Customer,High,0.07,Intl,,,,,flat file or unidentified method
0011400001qzEFB,Vanderlande Industries B.V.,Customer,Low,0,Intl,TRUE,,TRUE,,established integration method
001a000001TNjOd,CareRx Corporation,Customer,Low,0.01,CAN,TRUE,,,,established integration method
0011O00002KAwjM,ComediHa! Inc.,Customer,Medium,0.71,CAN,,,,,flat file or unidentified method
0015Y00002Zv6lW,Bluewater Development Corporation,Customer,Churning,0.81,FINS,,,,TRUE,established integration method
0011O00002GJN6I,Senske Services,Customer,Low,0,MM,,,,TRUE,established integration method
0015Y00002wEpbW,CNP Santander Insurance Services Ireland Limited,Customer,Low,0.08,UK,,,,,flat file or unidentified method
0015Y00005rfaI5,EQ United,Customer,Low,0.18,SMB,,,,TRUE,established integration method
0011O00002OLncq,"Toyota Connected North America, Inc.",Customer,Low,0.01,MM,,,,TRUE,established integration method
0015Y00002ZvINN,Kura Sushi USA,Customer,Low,0,ENT,TRUE,,,,established integration method
0011O00002UUkoF,Redwood Credit Union,Customer,High,0.07,FINS,TRUE,,,,established integration method
0011O00002DMoQn,Hittle Landscape,Customer,Medium,0.93,SMB,,,,,flat file or unidentified method
0015Y00002yPtXA,BE Power Equipment,Customer,Medium,0.01,CAN,,,TRUE,,established integration method
0015Y00003B77WGQAZ,"Axial Healthcare, Inc. dba Wayspring",Customer,Low,,MM,,,,TRUE,established integration method
0011O0000250Pum,WOW Tech Group,Former Customer,High,,CAN,,,,TRUE,established integration method
0011O00002OOepZ,Pilgrim's,Customer,Low,,ENT,,,TRUE,,established integration method
0015Y00002ozd5L,Siprocal,Former Customer,Churning,,MM,,,,TRUE,established integration method
0011O00002GJEL1,SEIU Local 1000,Former Customer,Churning,,SMB,,,,TRUE,established integration method
0011400001pYR03AAG,ICG Medical,Customer,Low,,UK,TRUE,,,TRUE,established integration method
0015Y00002eGJgq,Gretna Green Ltd,Customer,High,,UK,,TRUE,TRUE,,established integration method
0011O00002CcopD,BioVectra Inc.,Former Customer,Churning,,CAN,TRUE,,,,established integration method
0011O0000250DO9,Museum of Life and Science,Customer,Low,,MM,,,,TRUE,established integration method
0013000000qHzkg,GE Capital,Former Customer,,,SUB,,,,,flat file or unidentified method
0015Y000032IuKkQAK,i-80 Gold Corp,Customer,Low,,MM,,,,,flat file or unidentified method
0011O000021L4tu,Coastal Community Bank,Customer,Medium,,FINS,,,,,flat file or unidentified method
0011400001pYOvH,GXO Logistics UK II Limited,Former Customer,High,,UK,,,,,flat file or unidentified method
0011400001tGYZn,"Silvercar, Inc.",Former Customer,Churning,,SUB,,,,,flat file or unidentified method
001OO00000Z8tnzYAB,Forward Ability Support,Customer,Low,,Intl,,,,,flat file or unidentified method
0011O0000250X7g,"Wasabi Technologies, Inc.",Former Customer,Churning,,MM,,,,TRUE,established integration method
0015Y00002ZvI0z,MeTEOR Education LLC,Former Customer,Churning,,MM,TRUE,,TRUE,,established integration method
001OO00000E3IOa,A.forall Group NV,Customer,Low,,Intl,,,TRUE,,established integration method
0015Y00002ZvHBl,Carver Companies,Customer,Low,,MM,TRUE,,,,established integration method
